,birthdate,good_bad_flag,age,flag
6982,1980-04-14,Bad,42.7,1.0
6983,1980-04-14,Bad,42.7,1.0
6984,1980-04-14,Bad,42.7,1.0
7017,1987-05-19,Bad,35.6,1.0
7018,1987-05-19,Bad,35.6,1.0
7019,1987-05-19,Bad,35.6,1.0
7020,1987-05-19,Bad,35.6,1.0
7021,1987-05-19,Bad,35.6,1.0
7022,1987-05-19,Bad,35.6,1.0
7023,1987-05-19,Bad,35.6,1.0
7042,1979-07-04,Bad,43.4,1.0
7043,1979-06-16,Bad,43.5,1.0
7044,1990-06-08,Bad,32.5,1.0
7046,1978-03-08,Bad,44.8,1.0
7217,1982-11-12,Bad,40.1,1.0
7222,1984-11-25,Bad,38.0,1.0
7223,1981-10-24,Bad,41.1,1.0
7231,1978-08-20,Bad,44.3,1.0
7232,1978-08-20,Bad,44.3,1.0
7233,1978-08-20,Bad,44.3,1.0
7252,1984-05-03,Bad,38.6,1.0
7253,1984-05-03,Bad,38.6,1.0
7254,1984-05-03,Bad,38.6,1.0
7255,1984-05-03,Bad,38.6,1.0
7256,1984-05-03,Bad,38.6,1.0
7257,1984-05-03,Bad,38.6,1.0
7258,1984-05-03,Bad,38.6,1.0
7259,1984-05-03,Bad,38.6,1.0
7306,1989-10-17,Bad,33.2,1.0
7307,1989-10-17,Bad,33.2,1.0
7308,1989-10-17,Bad,33.2,1.0
7309,1989-10-17,Bad,33.2,1.0
7310,1989-10-17,Bad,33.2,1.0
7330,1987-01-28,Bad,35.9,1.0
7331,1987-01-28,Bad,35.9,1.0
7332,1987-01-28,Bad,35.9,1.0
7333,1980-04-24,Bad,42.6,1.0
7334,1980-04-24,Bad,42.6,1.0
7335,1980-04-24,Bad,42.6,1.0
7336,1980-04-24,Bad,42.6,1.0
7337,1980-04-24,Bad,42.6,1.0
7338,1984-06-18,Bad,38.5,1.0
7339,1984-06-18,Bad,38.5,1.0
7340,1984-04-02,Bad,38.7,1.0
7341,1984-04-02,Bad,38.7,1.0
7342,1984-04-02,Bad,38.7,1.0
7343,1984-04-02,Bad,38.7,1.0
7344,1984-04-02,Bad,38.7,1.0
7345,1984-04-02,Bad,38.7,1.0
7346,1984-04-02,Bad,38.7,1.0
7347,1984-04-02,Bad,38.7,1.0
7348,1980-09-29,Bad,42.2,1.0
7349,1980-09-29,Bad,42.2,1.0
7350,1980-09-29,Bad,42.2,1.0
7351,1980-09-29,Bad,42.2,1.0
7352,1980-09-29,Bad,42.2,1.0
7353,1980-09-29,Bad,42.2,1.0
7354,1980-09-29,Bad,42.2,1.0
7355,1980-09-29,Bad,42.2,1.0
7404,1980-05-24,Bad,42.6,1.0
7405,1980-05-24,Bad,42.6,1.0
7442,1975-11-17,Bad,47.1,1.0
7443,1975-11-17,Bad,47.1,1.0
7444,1975-11-17,Bad,47.1,1.0
7480,1976-05-09,Bad,46.6,1.0
7481,1976-05-09,Bad,46.6,1.0
7482,1976-05-09,Bad,46.6,1.0
7483,1976-05-09,Bad,46.6,1.0
7514,1986-07-14,Bad,36.4,1.0
7515,1986-07-14,Bad,36.4,1.0
7516,1986-07-14,Bad,36.4,1.0
7517,1986-07-14,Bad,36.4,1.0
7518,1986-07-14,Bad,36.4,1.0
7519,1986-07-14,Bad,36.4,1.0
7520,1986-07-14,Bad,36.4,1.0
7521,1986-07-14,Bad,36.4,1.0
7522,1987-05-26,Bad,35.5,1.0
7523,1987-05-26,Bad,35.5,1.0
7524,1987-05-26,Bad,35.5,1.0
7525,1987-05-26,Bad,35.5,1.0
7526,1987-05-26,Bad,35.5,1.0
7527,1987-05-26,Bad,35.5,1.0
7528,1987-05-26,Bad,35.5,1.0
7529,1990-02-15,Bad,32.8,1.0
7530,1990-02-15,Bad,32.8,1.0
7531,1990-02-15,Bad,32.8,1.0
7532,1990-02-15,Bad,32.8,1.0
7533,1990-02-15,Bad,32.8,1.0
7534,1990-02-15,Bad,32.8,1.0
7535,1990-02-15,Bad,32.8,1.0
7536,1990-02-15,Bad,32.8,1.0
7537,1986-09-15,Bad,36.2,1.0
7538,1986-09-15,Bad,36.2,1.0
7539,1986-09-15,Bad,36.2,1.0
7540,1986-09-15,Bad,36.2,1.0
7541,1986-09-15,Bad,36.2,1.0
7577,1979-07-19,Bad,43.4,1.0
7578,1979-07-19,Bad,43.4,1.0
7579,1979-07-19,Bad,43.4,1.0
7580,1979-07-19,Bad,43.4,1.0
7581,1979-07-19,Bad,43.4,1.0
7590,1994-10-19,Bad,28.1,1.0
7591,1994-10-19,Bad,28.1,1.0
7592,1994-10-19,Bad,28.1,1.0
7593,1994-10-19,Bad,28.1,1.0
7594,1994-10-19,Bad,28.1,1.0
7595,1994-10-19,Bad,28.1,1.0
7596,1994-10-19,Bad,28.1,1.0
7597,1994-10-19,Bad,28.1,1.0
7598,1989-07-03,Bad,33.4,1.0
7599,1989-07-03,Bad,33.4,1.0
7600,1989-07-03,Bad,33.4,1.0
7601,1994-11-11,Bad,28.1,1.0
7602,1994-11-11,Bad,28.1,1.0
7603,1994-11-11,Bad,28.1,1.0
7604,1994-11-11,Bad,28.1,1.0
7605,1989-03-26,Bad,33.7,1.0
7606,1989-03-26,Bad,33.7,1.0
7607,1989-03-26,Bad,33.7,1.0
7608,1989-03-26,Bad,33.7,1.0
7609,1989-03-26,Bad,33.7,1.0
7610,1989-03-26,Bad,33.7,1.0
7662,1980-08-30,Bad,42.3,1.0
7663,1980-08-30,Bad,42.3,1.0
7664,1980-08-30,Bad,42.3,1.0
7665,1980-08-30,Bad,42.3,1.0
7666,1980-08-30,Bad,42.3,1.0
7674,1979-09-20,Bad,43.2,1.0
7675,1979-09-20,Bad,43.2,1.0
7676,1979-09-20,Bad,43.2,1.0
7677,1979-09-20,Bad,43.2,1.0
7678,1979-09-20,Bad,43.2,1.0
7679,1979-09-20,Bad,43.2,1.0
7680,1979-09-20,Bad,43.2,1.0
7710,1991-12-01,Bad,31.0,1.0
7733,1984-05-22,Bad,38.6,1.0
7734,1984-05-22,Bad,38.6,1.0
7735,1990-02-17,Bad,32.8,1.0
7736,1990-02-17,Bad,32.8,1.0
7778,1985-08-23,Bad,37.3,1.0
7779,1985-08-23,Bad,37.3,1.0
7780,1985-08-23,Bad,37.3,1.0
7781,1985-08-23,Bad,37.3,1.0
7782,1985-08-23,Bad,37.3,1.0
7783,1985-08-23,Bad,37.3,1.0
7784,1985-08-23,Bad,37.3,1.0
7785,1985-08-23,Bad,37.3,1.0
7869,1992-12-05,Bad,30.0,1.0
7870,1992-12-05,Bad,30.0,1.0
7873,1979-10-06,Bad,43.2,1.0
7879,1992-09-04,Bad,30.3,1.0
7885,1985-06-22,Bad,37.5,1.0
7886,1985-06-22,Bad,37.5,1.0
7900,1980-01-15,Bad,42.9,1.0
7901,1980-01-15,Bad,42.9,1.0
7902,1980-01-15,Bad,42.9,1.0
7914,1986-04-04,Bad,36.7,1.0
7915,1986-04-04,Bad,36.7,1.0
7954,1987-02-04,Bad,35.9,1.0
7955,1987-02-04,Bad,35.9,1.0
7956,1987-02-04,Bad,35.9,1.0
7957,1984-10-21,Bad,38.1,1.0
7958,1984-10-21,Bad,38.1,1.0
7959,1984-10-21,Bad,38.1,1.0
7960,1984-10-21,Bad,38.1,1.0
7961,1984-10-21,Bad,38.1,1.0
7962,1984-02-28,Bad,38.8,1.0
8039,1985-12-27,Bad,37.0,1.0
8040,1985-12-27,Bad,37.0,1.0
8041,1985-12-27,Bad,37.0,1.0
8063,1983-09-23,Bad,39.2,1.0
8064,1983-09-23,Bad,39.2,1.0
8065,1983-09-23,Bad,39.2,1.0
8066,1983-09-23,Bad,39.2,1.0
8067,1983-09-23,Bad,39.2,1.0
8068,1983-09-23,Bad,39.2,1.0
8069,1983-09-23,Bad,39.2,1.0
8070,1983-09-23,Bad,39.2,1.0
8071,1983-09-23,Bad,39.2,1.0
8072,1983-09-23,Bad,39.2,1.0
8073,1983-09-23,Bad,39.2,1.0
8094,1977-04-17,Bad,45.7,1.0
8095,1977-04-17,Bad,45.7,1.0
8096,1977-04-17,Bad,45.7,1.0
8097,1977-04-17,Bad,45.7,1.0
8098,1977-04-17,Bad,45.7,1.0
8099,1977-04-17,Bad,45.7,1.0
8100,1977-04-17,Bad,45.7,1.0
8101,1977-04-17,Bad,45.7,1.0
8102,1977-04-17,Bad,45.7,1.0
8103,1977-04-17,Bad,45.7,1.0
8104,1977-04-17,Bad,45.7,1.0
8105,1977-04-17,Bad,45.7,1.0
8106,1977-04-17,Bad,45.7,1.0
8107,1977-04-17,Bad,45.7,1.0
8108,1977-04-17,Bad,45.7,1.0
8138,1993-07-23,Bad,29.4,1.0
8139,1993-07-23,Bad,29.4,1.0
8152,1986-05-22,Bad,36.6,1.0
8153,1986-05-22,Bad,36.6,1.0
8154,1986-05-22,Bad,36.6,1.0
8155,1986-05-22,Bad,36.6,1.0
8156,1986-05-22,Bad,36.6,1.0
8157,1986-05-22,Bad,36.6,1.0
8184,1982-10-19,Bad,40.1,1.0
8185,1982-10-19,Bad,40.1,1.0
8193,1985-03-01,Bad,37.8,1.0
8240,1994-08-22,Bad,28.3,1.0
8241,1994-08-22,Bad,28.3,1.0
8242,1994-08-22,Bad,28.3,1.0
8243,1994-08-22,Bad,28.3,1.0
8244,1994-08-22,Bad,28.3,1.0
8245,1994-08-22,Bad,28.3,1.0
8290,1973-02-02,Bad,49.9,1.0
8291,1973-02-02,Bad,49.9,1.0
8292,1973-02-02,Bad,49.9,1.0
8293,1973-02-02,Bad,49.9,1.0
8294,1973-02-02,Bad,49.9,1.0
8295,1993-08-13,Bad,29.3,1.0
8296,1993-08-13,Bad,29.3,1.0
8297,1993-08-13,Bad,29.3,1.0
8298,1993-08-13,Bad,29.3,1.0
8299,1993-08-13,Bad,29.3,1.0
8300,1993-08-13,Bad,29.3,1.0
8301,1985-08-07,Bad,37.3,1.0
8302,1985-08-07,Bad,37.3,1.0
8325,1991-12-02,Bad,31.0,1.0
8326,1991-12-02,Bad,31.0,1.0
8329,1984-08-10,Bad,38.3,1.0
8330,1984-08-10,Bad,38.3,1.0
8331,1984-08-10,Bad,38.3,1.0
8332,1984-08-10,Bad,38.3,1.0
8333,1984-08-10,Bad,38.3,1.0
8334,1980-08-14,Bad,42.3,1.0
8335,1980-08-14,Bad,42.3,1.0
8336,1980-08-14,Bad,42.3,1.0
8337,1980-08-14,Bad,42.3,1.0
8338,1980-08-14,Bad,42.3,1.0
8339,1988-11-01,Bad,34.1,1.0
8340,1985-06-07,Bad,37.5,1.0
8341,1985-06-07,Bad,37.5,1.0
8342,1985-06-07,Bad,37.5,1.0
8343,1985-06-07,Bad,37.5,1.0
8344,1985-06-07,Bad,37.5,1.0
8345,1985-06-07,Bad,37.5,1.0
8346,1985-06-07,Bad,37.5,1.0
8347,1985-06-07,Bad,37.5,1.0
8348,1985-06-07,Bad,37.5,1.0
8349,1985-06-07,Bad,37.5,1.0
8350,1985-06-07,Bad,37.5,1.0
8351,1985-06-07,Bad,37.5,1.0
8352,1984-04-24,Bad,38.6,1.0
8353,1984-04-24,Bad,38.6,1.0
8354,1984-04-24,Bad,38.6,1.0
8424,1984-07-15,Bad,38.4,1.0
8425,1984-07-15,Bad,38.4,1.0
8426,1984-07-15,Bad,38.4,1.0
8427,1984-07-15,Bad,38.4,1.0
8428,1984-07-15,Bad,38.4,1.0
8429,1984-07-15,Bad,38.4,1.0
8463,1992-04-04,Bad,30.7,1.0
8468,1989-03-10,Bad,33.8,1.0
8469,1989-03-10,Bad,33.8,1.0
8470,1989-03-10,Bad,33.8,1.0
8471,1989-03-10,Bad,33.8,1.0
8472,1989-03-10,Bad,33.8,1.0
8477,1987-09-12,Bad,35.2,1.0
8478,1987-09-12,Bad,35.2,1.0
8491,1995-09-25,Bad,27.2,1.0
8492,1995-09-25,Bad,27.2,1.0
8493,1995-09-25,Bad,27.2,1.0
8494,1995-09-25,Bad,27.2,1.0
8495,1995-09-25,Bad,27.2,1.0
8496,1995-09-25,Bad,27.2,1.0
8497,1995-09-25,Bad,27.2,1.0
8498,1995-09-25,Bad,27.2,1.0
8499,1995-09-25,Bad,27.2,1.0
8550,1985-01-01,Bad,37.9,1.0
8551,1985-01-01,Bad,37.9,1.0
8552,1985-01-01,Bad,37.9,1.0
8553,1985-01-01,Bad,37.9,1.0
8554,1985-01-01,Bad,37.9,1.0
8616,1986-01-30,Bad,36.9,1.0
8617,1987-07-05,Bad,35.4,1.0
8618,1986-12-03,Bad,36.0,1.0
8619,1989-05-10,Bad,33.6,1.0
8620,1989-05-10,Bad,33.6,1.0
8621,1989-05-10,Bad,33.6,1.0
8633,1970-10-09,Bad,52.2,1.0
8634,1970-10-09,Bad,52.2,1.0
8635,1972-06-07,Bad,50.5,1.0
8636,1980-07-19,Bad,42.4,1.0
8637,1980-07-19,Bad,42.4,1.0
8638,1980-07-19,Bad,42.4,1.0
8639,1980-07-19,Bad,42.4,1.0
8640,1980-07-19,Bad,42.4,1.0
8641,1980-07-19,Bad,42.4,1.0
8642,1980-07-19,Bad,42.4,1.0
8643,1980-07-19,Bad,42.4,1.0
8644,1989-03-28,Bad,33.7,1.0
8645,1989-03-28,Bad,33.7,1.0
8646,1989-03-28,Bad,33.7,1.0
8647,1989-03-28,Bad,33.7,1.0
8648,1989-03-28,Bad,33.7,1.0
8649,1989-03-28,Bad,33.7,1.0
8742,1981-01-17,Bad,41.9,1.0
8743,1981-01-17,Bad,41.9,1.0
8744,1981-01-17,Bad,41.9,1.0
8745,1981-01-17,Bad,41.9,1.0
8746,1981-06-26,Bad,41.5,1.0
8747,1981-06-26,Bad,41.5,1.0
8748,1981-06-26,Bad,41.5,1.0
8749,1981-06-26,Bad,41.5,1.0
8750,1981-06-26,Bad,41.5,1.0
8776,1979-07-29,Bad,43.4,1.0
8777,1979-07-29,Bad,43.4,1.0
8788,1992-07-31,Bad,30.4,1.0
8789,1989-08-12,Bad,33.3,1.0
8790,1989-08-12,Bad,33.3,1.0
8793,1979-12-08,Bad,43.0,1.0
8805,1989-06-28,Bad,33.5,1.0
8806,1989-06-28,Bad,33.5,1.0
8807,1989-06-28,Bad,33.5,1.0
8808,1989-06-28,Bad,33.5,1.0
8809,1992-10-21,Bad,30.1,1.0
8810,1992-10-21,Bad,30.1,1.0
8811,1992-10-21,Bad,30.1,1.0
8812,1992-10-21,Bad,30.1,1.0
8813,1992-10-21,Bad,30.1,1.0
8814,1992-10-21,Bad,30.1,1.0
8815,1992-10-21,Bad,30.1,1.0
8816,1992-10-21,Bad,30.1,1.0
8817,1992-10-21,Bad,30.1,1.0
8818,1992-10-21,Bad,30.1,1.0
8819,1992-10-21,Bad,30.1,1.0
8820,1992-10-21,Bad,30.1,1.0
8821,1992-10-21,Bad,30.1,1.0
8871,1988-11-10,Bad,34.1,1.0
8872,1988-11-10,Bad,34.1,1.0
8873,1988-11-10,Bad,34.1,1.0
8874,1988-11-10,Bad,34.1,1.0
8875,1988-11-10,Bad,34.1,1.0
8910,1977-04-04,Bad,45.7,1.0
8911,1977-04-04,Bad,45.7,1.0
8912,1977-04-04,Bad,45.7,1.0
8927,1968-03-11,Bad,54.8,1.0
8970,1992-05-15,Bad,30.6,1.0
8971,1992-05-15,Bad,30.6,1.0
8972,1992-05-15,Bad,30.6,1.0
8987,1975-08-10,Bad,47.3,1.0
8988,1975-08-10,Bad,47.3,1.0
8989,1975-08-10,Bad,47.3,1.0
8990,1975-08-10,Bad,47.3,1.0
8991,1975-08-10,Bad,47.3,1.0
8992,1975-08-10,Bad,47.3,1.0
8993,1975-08-10,Bad,47.3,1.0
8994,1981-12-06,Bad,41.0,1.0
8995,1981-12-06,Bad,41.0,1.0
8996,1981-12-06,Bad,41.0,1.0
8997,1984-02-25,Bad,38.8,1.0
8998,1984-02-25,Bad,38.8,1.0
8999,1984-02-25,Bad,38.8,1.0
9000,1984-02-25,Bad,38.8,1.0
9001,1984-02-25,Bad,38.8,1.0
9002,1984-02-25,Bad,38.8,1.0
9003,1984-02-25,Bad,38.8,1.0
9004,1984-02-25,Bad,38.8,1.0
9005,1984-02-25,Bad,38.8,1.0
9006,1984-02-25,Bad,38.8,1.0
9007,1984-02-25,Bad,38.8,1.0
9041,1986-03-30,Bad,36.7,1.0
9042,1986-03-30,Bad,36.7,1.0
9043,1986-03-30,Bad,36.7,1.0
9044,1986-03-30,Bad,36.7,1.0
9045,1986-03-30,Bad,36.7,1.0
9046,1986-03-30,Bad,36.7,1.0
9047,1986-03-30,Bad,36.7,1.0
9048,1986-03-30,Bad,36.7,1.0
9049,1986-03-30,Bad,36.7,1.0
9072,1979-02-25,Bad,43.8,1.0
9073,1979-02-25,Bad,43.8,1.0
9074,1979-02-25,Bad,43.8,1.0
9075,1979-02-25,Bad,43.8,1.0
9094,1991-12-06,Bad,31.0,1.0
9095,1991-12-06,Bad,31.0,1.0
9096,1991-12-06,Bad,31.0,1.0
9097,1991-12-06,Bad,31.0,1.0
9098,1991-12-06,Bad,31.0,1.0
9099,1991-12-06,Bad,31.0,1.0
9100,1991-12-06,Bad,31.0,1.0
9101,1991-12-06,Bad,31.0,1.0
9102,1991-12-06,Bad,31.0,1.0
9103,1991-12-06,Bad,31.0,1.0
9104,1991-12-06,Bad,31.0,1.0
9153,1987-06-13,Bad,35.5,1.0
9154,1987-06-13,Bad,35.5,1.0
9155,1987-06-13,Bad,35.5,1.0
9156,1987-06-13,Bad,35.5,1.0
9157,1987-06-13,Bad,35.5,1.0
9158,1987-06-13,Bad,35.5,1.0
9193,1989-07-03,Bad,33.4,1.0
9194,1989-07-03,Bad,33.4,1.0
9195,1989-07-03,Bad,33.4,1.0
9196,1989-07-03,Bad,33.4,1.0
9197,1989-09-06,Bad,33.3,1.0
9254,1978-12-03,Bad,44.0,1.0
9293,1990-05-17,Bad,32.6,1.0
9294,1990-05-17,Bad,32.6,1.0
9295,1990-05-17,Bad,32.6,1.0
9296,1995-03-10,Bad,27.8,1.0
9297,1995-03-10,Bad,27.8,1.0
9298,1995-03-10,Bad,27.8,1.0
9299,1968-04-04,Bad,54.7,1.0
9300,1968-04-04,Bad,54.7,1.0
9301,1968-04-04,Bad,54.7,1.0
9338,1984-06-08,Bad,38.5,1.0
9339,1984-06-08,Bad,38.5,1.0
9340,1984-06-08,Bad,38.5,1.0
9341,1984-06-08,Bad,38.5,1.0
9342,1984-06-08,Bad,38.5,1.0
9343,1984-06-08,Bad,38.5,1.0
9344,1984-06-08,Bad,38.5,1.0
9345,1984-06-08,Bad,38.5,1.0
9346,1984-06-08,Bad,38.5,1.0
9347,1984-06-08,Bad,38.5,1.0
9348,1984-06-08,Bad,38.5,1.0
9388,1990-06-25,Bad,32.5,1.0
9389,1990-06-25,Bad,32.5,1.0
9390,1990-06-25,Bad,32.5,1.0
9391,1990-06-25,Bad,32.5,1.0
9392,1990-06-25,Bad,32.5,1.0
9393,1990-06-25,Bad,32.5,1.0
9394,1990-06-25,Bad,32.5,1.0
9395,1990-06-25,Bad,32.5,1.0
9396,1990-06-25,Bad,32.5,1.0
9397,1990-06-25,Bad,32.5,1.0
9398,1990-06-25,Bad,32.5,1.0
9399,1990-06-25,Bad,32.5,1.0
9410,1984-02-13,Bad,38.8,1.0
9411,1984-02-13,Bad,38.8,1.0
9415,1984-03-04,Bad,38.8,1.0
9416,1984-03-04,Bad,38.8,1.0
9417,1984-03-04,Bad,38.8,1.0
9471,1984-04-25,Bad,38.6,1.0
9472,1985-07-01,Bad,37.4,1.0
9473,1981-09-10,Bad,41.3,1.0
9474,1981-09-10,Bad,41.3,1.0
9475,1981-09-10,Bad,41.3,1.0
9476,1981-09-10,Bad,41.3,1.0
9477,1981-09-10,Bad,41.3,1.0
9478,1981-09-10,Bad,41.3,1.0
9479,1981-09-10,Bad,41.3,1.0
9480,1991-01-24,Bad,31.9,1.0
9481,1991-01-24,Bad,31.9,1.0
9510,1974-09-16,Bad,48.2,1.0
9511,1974-09-16,Bad,48.2,1.0
9512,1974-09-16,Bad,48.2,1.0
9513,1974-09-16,Bad,48.2,1.0
9514,1974-09-16,Bad,48.2,1.0
9515,1974-09-16,Bad,48.2,1.0
9560,1992-11-13,Bad,30.1,1.0
9561,1992-11-13,Bad,30.1,1.0
9562,1992-11-13,Bad,30.1,1.0
9563,1992-11-13,Bad,30.1,1.0
9573,1993-07-04,Bad,29.4,1.0
9574,1993-07-04,Bad,29.4,1.0
9625,1989-03-28,Bad,33.7,1.0
9626,1989-03-28,Bad,33.7,1.0
9627,1989-03-28,Bad,33.7,1.0
9628,1989-03-28,Bad,33.7,1.0
9629,1989-03-28,Bad,33.7,1.0
9641,1978-11-05,Bad,44.1,1.0
9642,1978-11-05,Bad,44.1,1.0
9643,1978-11-05,Bad,44.1,1.0
9644,1978-11-05,Bad,44.1,1.0
9645,1978-11-05,Bad,44.1,1.0
9646,1978-11-05,Bad,44.1,1.0
9647,1978-11-05,Bad,44.1,1.0
9648,1978-12-03,Bad,44.0,1.0
9649,1978-12-03,Bad,44.0,1.0
9706,1990-03-11,Bad,32.8,1.0
9719,1995-09-17,Bad,27.2,1.0
9720,1995-09-17,Bad,27.2,1.0
9721,1995-09-17,Bad,27.2,1.0
9722,1995-09-17,Bad,27.2,1.0
9723,1995-09-17,Bad,27.2,1.0
9724,1995-09-17,Bad,27.2,1.0
9725,1995-09-17,Bad,27.2,1.0
9726,1993-04-14,Bad,29.7,1.0
9727,1993-04-14,Bad,29.7,1.0
9728,1993-04-14,Bad,29.7,1.0
9729,1993-04-14,Bad,29.7,1.0
9730,1993-04-14,Bad,29.7,1.0
9731,1992-11-26,Bad,30.0,1.0
9732,1992-09-17,Bad,30.2,1.0
9733,1992-09-17,Bad,30.2,1.0
9734,1992-09-17,Bad,30.2,1.0
9735,1992-09-17,Bad,30.2,1.0
9736,1986-04-07,Bad,36.7,1.0
9737,1986-04-07,Bad,36.7,1.0
9738,1986-04-07,Bad,36.7,1.0
9739,1986-04-07,Bad,36.7,1.0
9740,1986-04-07,Bad,36.7,1.0
9778,1974-07-02,Bad,48.4,1.0
9779,1974-07-02,Bad,48.4,1.0
9780,1974-07-02,Bad,48.4,1.0
9781,1974-07-02,Bad,48.4,1.0
9782,1974-07-02,Bad,48.4,1.0
9783,1974-07-02,Bad,48.4,1.0
9784,1974-07-02,Bad,48.4,1.0
9785,1974-07-02,Bad,48.4,1.0
9786,1974-07-02,Bad,48.4,1.0
9787,1974-07-02,Bad,48.4,1.0
9788,1974-07-02,Bad,48.4,1.0
9789,1974-07-02,Bad,48.4,1.0
9886,1984-04-23,Bad,38.6,1.0
9887,1984-04-23,Bad,38.6,1.0
9888,1984-04-23,Bad,38.6,1.0
9902,1990-04-16,Bad,32.7,1.0
9924,1985-10-24,Bad,37.1,1.0
9925,1985-10-24,Bad,37.1,1.0
9926,1985-10-24,Bad,37.1,1.0
9927,1985-10-24,Bad,37.1,1.0
9941,1977-12-09,Bad,45.0,1.0
9942,1977-12-09,Bad,45.0,1.0
9943,1977-12-09,Bad,45.0,1.0
9963,1982-03-21,Bad,40.7,1.0
9987,1993-04-17,Bad,29.7,1.0
9988,1985-05-24,Bad,37.6,1.0
9989,1985-05-24,Bad,37.6,1.0
9990,1985-05-24,Bad,37.6,1.0
9991,1985-05-24,Bad,37.6,1.0
9992,1985-05-24,Bad,37.6,1.0
9993,1985-05-24,Bad,37.6,1.0
9994,1985-05-24,Bad,37.6,1.0
9995,1992-01-17,Bad,30.9,1.0
9996,1992-01-17,Bad,30.9,1.0
9997,1992-01-17,Bad,30.9,1.0
9998,1992-01-17,Bad,30.9,1.0
9999,1992-01-17,Bad,30.9,1.0
10000,1992-01-17,Bad,30.9,1.0
10001,1992-01-17,Bad,30.9,1.0
10002,1992-01-17,Bad,30.9,1.0
10070,1983-09-24,Bad,39.2,1.0
10071,1983-09-24,Bad,39.2,1.0
10072,1983-09-24,Bad,39.2,1.0
10080,1993-12-18,Bad,29.0,1.0
10081,1993-12-18,Bad,29.0,1.0
10082,1993-12-18,Bad,29.0,1.0
10083,1993-12-18,Bad,29.0,1.0
10084,1993-12-18,Bad,29.0,1.0
10085,1993-12-18,Bad,29.0,1.0
10086,1993-12-18,Bad,29.0,1.0
10087,1993-12-18,Bad,29.0,1.0
10088,1993-12-18,Bad,29.0,1.0
10139,1974-04-11,Bad,48.7,1.0
10140,1992-08-08,Bad,30.3,1.0
10141,1992-08-08,Bad,30.3,1.0
10142,1992-08-08,Bad,30.3,1.0
10143,1992-08-08,Bad,30.3,1.0
10144,1992-08-08,Bad,30.3,1.0
10145,1992-08-08,Bad,30.3,1.0
10146,1992-08-08,Bad,30.3,1.0
10147,1992-08-08,Bad,30.3,1.0
10148,1984-09-10,Bad,38.3,1.0
10149,1984-09-10,Bad,38.3,1.0
10157,1980-02-13,Bad,42.8,1.0
10158,1980-02-13,Bad,42.8,1.0
10159,1980-02-13,Bad,42.8,1.0
10193,1986-09-16,Bad,36.2,1.0
10194,1986-09-16,Bad,36.2,1.0
10195,1980-04-28,Bad,42.6,1.0
10196,1980-04-28,Bad,42.6,1.0
10209,1986-06-04,Bad,36.5,1.0
10210,1986-06-04,Bad,36.5,1.0
10211,1986-06-04,Bad,36.5,1.0
10212,1986-06-04,Bad,36.5,1.0
10213,1986-06-04,Bad,36.5,1.0
10214,1986-06-04,Bad,36.5,1.0
10215,1986-06-04,Bad,36.5,1.0
10251,1976-03-16,Bad,46.7,1.0
10252,1976-03-16,Bad,46.7,1.0
10275,1990-09-15,Bad,32.2,1.0
10276,1990-09-15,Bad,32.2,1.0
10277,1990-09-15,Bad,32.2,1.0
10278,1990-09-15,Bad,32.2,1.0
10279,1990-09-15,Bad,32.2,1.0
10311,1981-06-22,Bad,41.5,1.0
10312,1981-06-22,Bad,41.5,1.0
10313,1981-06-22,Bad,41.5,1.0
10314,1977-10-10,Bad,45.2,1.0
10315,1977-10-10,Bad,45.2,1.0
10316,1993-05-24,Bad,29.6,1.0
10317,1993-05-24,Bad,29.6,1.0
10318,1993-05-24,Bad,29.6,1.0
10319,1993-05-24,Bad,29.6,1.0
10320,1993-05-24,Bad,29.6,1.0
10321,1993-05-24,Bad,29.6,1.0
10322,1993-05-24,Bad,29.6,1.0
10323,1989-09-03,Bad,33.3,1.0
10324,1989-09-03,Bad,33.3,1.0
10325,1989-09-03,Bad,33.3,1.0
10326,1989-09-03,Bad,33.3,1.0
10327,1989-09-03,Bad,33.3,1.0
10328,1989-09-03,Bad,33.3,1.0
10329,1989-09-03,Bad,33.3,1.0
10351,1980-07-27,Bad,42.4,1.0
10358,1987-09-15,Bad,35.2,1.0
10405,1984-03-21,Bad,38.7,1.0
10406,1984-03-21,Bad,38.7,1.0
10483,1976-07-26,Bad,46.4,1.0
10486,1987-08-04,Bad,35.4,1.0
10488,1988-02-28,Bad,34.8,1.0
10489,1988-02-28,Bad,34.8,1.0
10490,1988-02-28,Bad,34.8,1.0
10491,1981-04-18,Bad,41.7,1.0
10492,1981-04-18,Bad,41.7,1.0
10493,1981-04-18,Bad,41.7,1.0
10494,1981-04-18,Bad,41.7,1.0
10495,1981-04-18,Bad,41.7,1.0
10496,1981-04-18,Bad,41.7,1.0
10497,1981-04-18,Bad,41.7,1.0
10505,1975-08-29,Bad,47.3,1.0
10531,1986-01-14,Bad,36.9,1.0
10532,1986-01-14,Bad,36.9,1.0
10533,1986-01-14,Bad,36.9,1.0
10558,1980-10-06,Bad,42.2,1.0
10559,1980-10-06,Bad,42.2,1.0
10560,1980-10-06,Bad,42.2,1.0
10561,1980-10-06,Bad,42.2,1.0
10562,1980-10-06,Bad,42.2,1.0
10569,1986-09-04,Bad,36.3,1.0
10570,1986-09-04,Bad,36.3,1.0
10571,1991-10-05,Bad,31.2,1.0
10572,1991-10-05,Bad,31.2,1.0
